Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
"229","'826","United Kingdom of Great Britain and Northern Ireland","1807","'F1807","Sheep and Goat Meat","5510","Production","2017","2017","tonnes","299000.000000","E"
"68","'250","France","1765","'F1765","Meat, Total","5510","Production","2018","2018","tonnes","5468071.000000","E"
"98","'191","Croatia","393","'01213","Cauliflowers and broccoli","5312","Area harvested","2004","2004","ha","103.000000","A"
"198","'705","Slovenia","220","'01373","Chestnuts, in shell","5312","Area harvested","1999","1999","ha","11.000000","A"
"167","'203","Czechia","977","'21115","Meat of sheep, fresh or chilled","5510","Production","2006","2006","tonnes","1518.000000","A"
"54","'208","Denmark","1225","'21523","Tallow","5510","Production","1995","1995","tonnes","8000.000000","E"
"106","'380","Italy","1181","'02196","Bees","5114","Stocks","1965","1965","No","640000.000000","E"
"104","'372","Ireland","1808","'F1808","Meat, Poultry","5321","Producing Animals/Slaughtered","1977","1977","1000 Head","26080.000000","E"
"183","'642","Romania","401","'01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","5312","Area harvested","1973","1973","ha","24200.000000","A"
"167","'203","Czechia","1073","'21123","Meat of geese, fresh or chilled","5424","Yield/Carcass Weight","2010","2010","0.1g/An","37500.000000","E"
"84","'300","Greece","568","'01229","Cantaloupes and other melons","5419","Yield","1965","1965","hg/ha","114579.000000","E"
"174","'620","Portugal","397","'01232","Cucumbers and gherkins","5419","Yield","1999","1999","hg/ha","282804.000000","E"
"174","'620","Portugal","137","'01540","Yams","5312","Area harvested","1993","1993","ha","113.000000","A"
"97","'348","Hungary","280","'01446","Safflower seed","5419","Yield","2016","2016","hg/ha","8571.000000","E"
"203","'724","Spain","463","'01290.90","Other vegetables, fresh n.e.c.","5510","Production","2003","2003","tonnes","492085.000000","I"
"84","'300","Greece","1025","'02954","Raw hides and skins of goats or kids","5320","Producing Animals/Slaughtered","1973","1973","Head","3911768.000000","A"
"210","'752","Sweden","1080","'21124","Meat of turkeys, fresh or chilled","5510","Production","1965","1965","tonnes","1380.000000","E"
"229","'826","United Kingdom of Great Britain and Northern Ireland","420","'01243","Broad beans and horse beans, green","5510","Production","1977","1977","tonnes","45700.000000","A"
"27","'100","Bulgaria","358","'01212","Cabbages","5510","Production","1969","1969","tonnes","179758.000000","A"
"84","'300","Greece","592","'01352","Kiwi fruit","5419","Yield","1992","1992","hg/ha","123931.000000","E"
"68","'250","France","547","'01353.01","Raspberries","5419","Yield","1975","1975","hg/ha","56980.000000","E"
"68","'250","France","1080","'21124","Meat of turkeys, fresh or chilled","5321","Producing Animals/Slaughtered","1972","1972","1000 Head","15267.000000","A"
"183","'642","Romania","976","'02122","Sheep","5111","Stocks","1996","1996","Head","10380900.000000","A"
"174","'620","Portugal","157","'01801","Sugar beet","5419","Yield","2014","2014","hg/ha","376271.000000","E"
"54","'208","Denmark","367","'01211","Asparagus","5312","Area harvested","1977","1977","ha","253.000000","A"
"229","'826","United Kingdom of Great Britain and Northern Ireland","978","'21155","Edible offal of sheep, fresh, chilled or frozen","5510","Production","2003","2003","tonnes","43371.000000","I"
"11","'040","Austria","210","'01709.02","Lupins","5419","Yield","2017","2017","hg/ha","14911.000000","E"
"106","'380","Italy","1841","'F1841","Oilcrops, Cake Equivalent","5510","Production","1981","1981","tonnes","132116.000000","E"
"104","'372","Ireland","15","'0111","Wheat","5312","Area harvested","2007","2007","ha","84300.000000","A"
"54","'208","Denmark","463","'01290.90","Other vegetables, fresh n.e.c.","5510","Production","1974","1974","tonnes","20789.000000","A"
"167","'203","Czechia","982","'02291","Raw milk of sheep","5510","Production","2014","2014","tonnes","2686.000000","I"
"126","'440","Lithuania","1058","'21121","Meat of chickens, fresh or chilled","5510","Production","2018","2018","tonnes","102790.000000","A"
"183","'642","Romania","1807","'F1807","Sheep and Goat Meat","5510","Production","2005","2005","tonnes","51783.000000","E"
"119","'428","Latvia","97","'01191","Triticale","5510","Production","2006","2006","tonnes","22200.000000","A"
"256","'442","Luxembourg","222","'01376","Walnuts, in shell","5510","Production","2018","2018","tonnes","30.000000","A"
"126","'440","Lithuania","711","'01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","5419","Yield","2013","2013","hg/ha","5000.000000","E"
"67","'246","Finland","515","'01341","Apples","5312","Area harvested","1966","1966","ha","506.000000","A"
"150","'528","Netherlands","116","'01510","Potatoes","5510","Production","1986","1986","tonnes","6856615.000000","A"
"98","'191","Croatia","1107","'02132","Asses","5111","Stocks","1999","1999","Head","4000.000000","E"
"134","'470","Malta","526","'01343","Apricots","5312","Area harvested","1976","1976","ha",,"M"
"106","'380","Italy","521","'01342.01","Pears","5312","Area harvested","1991","1991","ha","44571.000000","A"
"97","'348","Hungary","417","'01242","Peas, green","5510","Production","2003","2003","tonnes","68666.000000","A"
"106","'380","Italy","1080","'21124","Meat of turkeys, fresh or chilled","5321","Producing Animals/Slaughtered","1994","1994","1000 Head","32000.000000","E"
"11","'040","Austria","401","'01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","5419","Yield","1979","1979","hg/ha","179499.000000","E"
"50","'196","Cyprus","512","'01329","Other citrus fruit, n.e.c.","5312","Area harvested","2002","2002","ha","40.000000","A"
"256","'442","Luxembourg","976","'02122","Sheep","5111","Stocks","2002","2002","Head","9104.000000","A"
"11","'040","Austria","1808","'F1808","Meat, Poultry","5510","Production","1992","1992","tonnes","98546.000000","E"
"79","'276","Germany","521","'01342.01","Pears","5312","Area harvested","1977","1977","ha",,"M"
"63","'233","Estonia","554","'01355.02","Cranberries","5312","Area harvested","2018","2018","ha",,"A"
"255","'056","Belgium","393","'01213","Cauliflowers and broccoli","5419","Yield","2018","2018","hg/ha","210206.000000","E"
"198","'705","Slovenia","367","'01211","Asparagus","5510","Production","2004","2004","tonnes","0.000000","A"
"150","'528","Netherlands","1025","'02954","Raw hides and skins of goats or kids","5420","Yield","1986","1986","hg/An","30.000000","I"
"68","'250","France","531","'01344.02","Cherries","5312","Area harvested","2004","2004","ha","12117.000000","A"
"67","'246","Finland","1720","'F1720","Roots and Tubers, Total","5419","Yield","2018","2018","hg/ha","280514.000000","E"
"54","'208","Denmark","268","'21631.01","Sunflower-seed oil, crude","5510","Production","2008","2008","tonnes","30.080000","I"
"199","'703","Slovakia","1163","'21170.02","Game meat, fresh, chilled or frozen","5510","Production","2006","2006","tonnes",,"M"
"106","'380","Italy","1017","'21116","Meat of goat, fresh or chilled","5320","Producing Animals/Slaughtered","1986","1986","Head","474175.000000","A"
"84","'300","Greece","108","'01199.90","Cereals n.e.c.","5419","Yield","2006","2006","hg/ha","23095.000000","E"
"167","'203","Czechia","1091","'0232","Eggs from other birds in shell, fresh, n.e.c.","5510","Production","1994","1994","tonnes",,"M"
"210","'752","Sweden","333","'01441","Linseed","5419","Yield","2013","2013","hg/ha","19835.000000","E"
"79","'276","Germany","1080","'21124","Meat of turkeys, fresh or chilled","5424","Yield/Carcass Weight","2012","2012","0.1g/An","123144.000000","E"
"97","'348","Hungary","187","'01705","Peas, dry","5419","Yield","2017","2017","hg/ha","26204.000000","E"
"150","'528","Netherlands","1717","'F1717","Cereals, Total","5510","Production","2005","2005","tonnes","1705043.000000","E"
"203","'724","Spain","1804","'F1804","Citrus Fruit, Total","5510","Production","2008","2008","tonnes","6374595.000000","E"
"229","'826","United Kingdom of Great Britain and Northern Ireland","919","'02951.01","Raw hides and skins of cattle","5420","Yield","1961","1961","hg/An","263.000000","E"
"229","'826","United Kingdom of Great Britain and Northern Ireland","44","'0115","Barley","5419","Yield","1993","1993","hg/ha","51873.000000","E"
"255","'056","Belgium","426","'01251","Carrots and turnips","5510","Production","2001","2001","tonnes","172000.000000","A"
"126","'440","Lithuania","1783","'F1783","Eggs Primary","5510","Production","2009","2009","tonnes","52683.000000","E"
"50","'196","Cyprus","1062","'0231","Hen eggs in shell, fresh","5413","Yield","1993","1993","No/An","153.000000","E"
"84","'300","Greece","497","'01322","Lemons and limes","5419","Yield","1986","1986","hg/ha","130959.000000","E"
"67","'246","Finland","187","'01705","Peas, dry","5312","Area harvested","1966","1966","ha","2200.000000","A"
"106","'380","Italy","358","'01212","Cabbages","5510","Production","2000","2000","tonnes","481600.000000","A"
"210","'752","Sweden","372","'01214","Lettuce and chicory","5510","Production","1979","1979","tonnes","7420.000000","A"
"11","'040","Austria","1058","'21121","Meat of chickens, fresh or chilled","5321","Producing Animals/Slaughtered","1963","1963","1000 Head","22200.000000","E"
"98","'191","Croatia","1035","'21113.01","Meat of pig with the bone, fresh or chilled","5417","Yield/Carcass Weight","2008","2008","hg/An","761.000000","E"
"198","'705","Slovenia","531","'01344.02","Cherries","5419","Yield","1995","1995","hg/ha","665246.000000","E"
"27","'100","Bulgaria","1182","'02910","Natural honey","5510","Production","2013","2013","tonnes","10065.000000","A"
"198","'705","Slovenia","1062","'0231","Hen eggs in shell, fresh","5313","Laying","1992","1992","1000 Head","2323.000000","A"
"84","'300","Greece","15","'0111","Wheat","5419","Yield","1996","1996","hg/ha","24149.000000","E"
"54","'208","Denmark","372","'01214","Lettuce and chicory","5419","Yield","2018","2018","hg/ha","352466.000000","E"
"97","'348","Hungary","1808","'F1808","Meat, Poultry","5510","Production","1974","1974","tonnes","267600.000000","E"
"63","'233","Estonia","868","'21151","Edible offal of cattle, fresh, chilled or frozen","5320","Producing Animals/Slaughtered","2010","2010","Head","58279.000000","A"
"203","'724","Spain","406","'01252","Green garlic","5419","Yield","1975","1975","hg/ha","53389.000000","E"
"198","'705","Slovenia","982","'02291","Raw milk of sheep","5420","Yield","2008","2008","hg/An","1699.000000","E"
"84","'300","Greece","1069","'21122","Meat of ducks, fresh or chilled","5510","Production","1985","1985","tonnes","210.000000","I"
"84","'300","Greece","531","'01344.02","Cherries","5419","Yield","1969","1969","hg/ha","51393.000000","I"
"173","'616","Poland","619","'01359.90","Other fruits, n.e.c.","5510","Production","1981","1981","tonnes","2000.000000","A"
"198","'705","Slovenia","536","'01346","Plums and sloes","5312","Area harvested","1995","1995","ha","25.000000","A"
"119","'428","Latvia","569","'01315","Figs","5510","Production","2020","2020","tonnes","0.000000","A"
"84","'300","Greece","1723","'F1723","Sugar Crops Primary","5312","Area harvested","2019","2019","ha","1610.000000","E"
"67","'246","Finland","358","'01212","Cabbages","5312","Area harvested","1978","1978","ha","1253.000000","A"
"97","'348","Hungary","549","'01351.02","Gooseberries","5312","Area harvested","1975","1975","ha",,"M"
"150","'528","Netherlands","397","'01232","Cucumbers and gherkins","5419","Yield","1980","1980","hg/ha","2152941.000000","E"
"229","'826","United Kingdom of Great Britain and Northern Ireland","1091","'0232","Eggs from other birds in shell, fresh, n.e.c.","5510","Production","1970","1970","tonnes","3000.000000","A"
"68","'250","France","888","'22110.02","Skim milk of cows","5510","Production","1975","1975","tonnes","12165000.000000","E"
"68","'250","France","292","'01442","Mustard seed","5419","Yield","2016","2016","hg/ha","25898.000000","E"
"51","'200","Czechoslovakia","270","'01443","Rape or colza seed","5510","Production","1985","1985","tonnes","284752.000000","A"
"68","'250","France","79","'0118","Millet","5312","Area harvested","2000","2000","ha","0.000000","A"
"11","'040","Austria","1783","'F1783","Eggs Primary","5313","Laying","2015","2015","1000 Head","6582.000000","E"
"256","'442","Luxembourg","426","'01251","Carrots and turnips","5510","Production","2016","2016","tonnes","552.000000","A"
"199","'703","Slovakia","882","'02211","Raw milk of cattle","5510","Production","1996","1996","tonnes","1125300.000000","A"
"210","'752","Sweden","358","'01212","Cabbages","5312","Area harvested","1979","1979","ha","722.000000","A"
"15","'058","Belgium-Luxembourg","977","'21115","Meat of sheep, fresh or chilled","5320","Producing Animals/Slaughtered","1986","1986","Head","361000.000000","A"
"229","'826","United Kingdom of Great Britain and Northern Ireland","1163","'21170.02","Game meat, fresh, chilled or frozen","5510","Production","1996","1996","tonnes","5000.000000","E"
"106","'380","Italy","547","'01353.01","Raspberries","5419","Yield","2006","2006","hg/ha","85000.000000","E"
"51","'200","Czechoslovakia","205","'01709.01","Vetches","5419","Yield","1963","1963","hg/ha","9564.000000","E"
"173","'616","Poland","531","'01344.02","Cherries","5312","Area harvested","1981","1981","ha",,"M"
"97","'348","Hungary","296","'01448","Poppy seed","5312","Area harvested","2007","2007","ha","4268.000000","A"
"27","'100","Bulgaria","1185","'02944","Silk-worm cocoons suitable for reeling","5510","Production","2013","2013","tonnes","42.000000","I"
"97","'348","Hungary","75","'0117","Oats","5510","Production","1991","1991","tonnes","134733.000000","A"
"229","'826","United Kingdom of Great Britain and Northern Ireland","1242","'21700.02","Margarine and shortening","5510","Production","1961","1961","tonnes","326000.000000","A"
"203","'724","Spain","220","'01373","Chestnuts, in shell","5510","Production","1990","1990","tonnes","23605.000000","A"
"97","'348","Hungary","1745","'F1745","Cheese (All Kinds)","5510","Production","1970","1970","tonnes","45736.000000","E"
